Token,Holder,Month 0,Month 1 ,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Month 13,Month 14,Month 15,Month 16,Month 17,Month 18,Month 19,Month 20,Month 21,Month 22,Month 23,Month 24,Month 25,Month 26,Month 27,Month 28,Month 29,Month 30,Month 31,Month 32,Month 33,Month 34,Month 35,Month 36
DAR,PLAY TO EARN ,,0,0,0,0.83,1.67,2.5,3.33,4.17,5,5.83,6.67,7.5,8.33,9.17,10,10.83,11.67,12.5,13.33,14.17,15,15.83,16.67,17.5,18.33,19.17,20,20,20,20,20,20,20,20,20,20
DAR,LIQUIDITY,,5,5.04,5.08,5.12,5.17,5.21,5.25,5.29,5.33,5.37,5.42,5.46,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
DAR,MARKETING,,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
DAR,TEAM,,0,0,0,0,0,0,0.65,0.65,0.65,1.3,1.3,1.3,1.96,1.96,1.96,2.61,2.61,2.61,3.26,3.26,3.26,3.91,3.91,3.91,4.57,4.57,4.57,5.22,5.22,5.22,5.87,5.87,5.87,6.52,6.52,6.52
DAR,ADVISORS,,3,3,3,3,3,3,3,3.7,3.7,3.7,3.7,4.4,4.4,4.4,4.4,5.1,5.1,5.1,5.1,5.8,5.8,5.8,5.8,6.5,6.5,6.5,6.5,7,7,7,7,7,7,7,7,7
DAR,FOUNDATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,1.21,1.82,2.42,3.03,3.64,4.24,4.85,5.45,6.06,6.67,7.27,7.88,8.48,9.09,9.7,10.3
DAR,ECOSYSTEM,,2.5,2.69,2.88,3.06,3.25,3.44,3.63,3.81,4,4.19,4.38,4.56,4.75,4.94,5.13,5.31,5.5,5.69,5.88,6.06,6.25,6.44,6.63,6.81,7,7,7,7,7,7,7,7,7,7,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REEF,LAUNCHPOOL,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
REEF,SEED SALE,1.43,1.43,1.43,2.86,2.86,2.86,4.29,4.29,4.29,5.71,5.71,5.71,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14
REEF,STRATEGIC SALE,2.08,2.08,2.08,3.65,3.65,3.65,5.21,5.21,5.21,6.77,6.77,6.77,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33
REEF,PRIVATE SALE,1.68,1.68,1.68,2.66,2.66,2.66,3.64,3.64,3.64,4.62,4.62,4.62,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
REEF,TEAM,1.85,1.88,1.9,1.93,1.97,2,2.04,2.08,2.12,2.16,2.21,2.25,2.31,2.36,2.42,2.48,2.55,2.62,2.69,2.77,2.86,2.95,3.05,3.15,3.26,3.37,3.49,3.62,3.76,3.91,4.06,4.23,4.41,4.59,4.79,5.01,5.23
REEF,ECOSYSTEM,4.68,4.91,5.13,5.35,5.57,5.78,5.98,6.18,6.38,6.57,6.76,6.95,7.13,7.31,7.48,7.65,7.82,7.98,8.14,8.3,8.45,8.6,8.75,8.89,9.03,9.17,9.3,9.44,9.56,9.69,9.81,9.94,10.05,10.17,10.28,10.4,10.5
REEF,PROTOCOL EMISSIONS & REWARDS,0.9,1.3,1.71,2.12,2.53,2.94,3.36,3.78,4.21,4.64,5.07,5.5,5.94,6.38,6.82,7.27,7.72,8.17,8.63,9.09,9.55,10.02,10.49,10.96,11.44,11.92,12.41,12.89,13.39,13.88,14.38,14.88,15.39,15.9,16.41,16.93,17.45
REEF,FOUNDATION,4.21,4.21,4.94,4.94,5.67,5.67,6.37,6.37,7.07,7.07,7.74,7.74,8.41,8.41,9.06,9.06,9.7,9.7,10.32,10.32,10.94,10.94,11.54,11.54,12.13,12.13,12.71,12.71,13.28,13.28,13.83,13.83,14.38,14.38,14.91,14.91,15.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REN,PUBLIC SALE,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,,,,,,,,,,,,
REN,PRIVATE SALE,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,56.6,,,,,,,,,,,,
REN,TEAM & ADVISORS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,
REN,RESERVE,0,0,0,0,0,0,0,0,0,0,0,0,2.48,2.48,2.48,2.48,4.95,4.95,4.95,4.95,7.43,7.43,7.43,7.43,7.43,,,,,,,,,,,,
REN,COMMUNITY AND PARTNERS,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLM,LAUNCHPOOL,0.14,4.17,4.17,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLM,MINT RUSH,19.86,29.17,29.17,29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLM,LP TOKEN STAKING,0,0.48,40,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLM,FUSD MINTING,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLM,PERP MARGIN REWARDS,0,0,0,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAND,LAUNCHPAD SALE,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
SAND,SEED SALE,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.44,3.44,3.44,3.44,3.44,6.87,6.87,6.87,6.87,6.87,6.87,10.31,10.31,10.31,10.31,10.31,10.31,13.74,13.74,13.74,13.74,13.74,13.74,17.18
SAND,STRATEGIC SALE,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,1.6,1.6,1.6,1.6,1.6,1.6,2.4,2.4,2.4,2.4,2.4,2.4,3.2,3.2,3.2,3.2,3.2,3.2,4
SAND,FOUNDATION,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,5.83,8,8,8,8,8,8,9.33,9.33,9.33,9.33,9.33,9.33,10.67,10.67,10.67,10.67,10.67,10.67,12,12,12,12,12,12,12
SAND,TEAM,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.38,2.38,2.38,2.38,2.38,4.75,4.75,4.75,4.75,4.75,4.75,7.13,7.13,7.13,7.13,7.13,7.13,9.5,9.5,9.5,9.5,9.5,9.5,11.88
SAND,ADVISORS,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,2.08,2.08,2.08,2.08,2.08,2.08,3.75,3.75,3.75,3.75,3.75,3.75,5.43,5.43,5.43,5.43,5.43,5.43,6.3,6.3,6.3,6.3,6.3,6.3,7.18
SAND,RESERVE,5.47,5.47,5.47,5.47,5.47,5.47,6.27,6.27,6.27,6.27,6.27,6.27,8.77,8.77,8.77,8.77,8.77,8.77,11.88,11.88,11.88,11.88,11.88,11.88,14.99,14.99,14.99,14.99,14.99,14.99,17.9,17.9,17.9,17.9,17.9,17.9,20.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLM,SEED SALE,0,0,0.73,1.1,1.47,1.84,2.22,2.59,2.96,3.33,3.71,4.08,4.45,4.83,5.2,5.57,5.94,6.32,6.69,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06
TLM,PRESALE,0,0,0.08,0.16,0.24,0.32,0.47,0.61,0.75,0.89,1.04,1.18,1.32,1.47,1.61,1.75,1.9,2.04,2.18,2.32,2.47,2.61,2.75,2.9,3.04,3.18,3.25,3.31,3.37,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
TLM,LAUNCHPOOL,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
TLM,EXTERNAL PROTOCOL DEVELOPMENT,0.1,0.1,0.24,0.24,0.24,0.45,0.45,0.45,0.67,0.67,0.67,0.88,0.88,0.88,1.09,1.09,1.09,1.3,1.3,1.3,1.52,1.52,1.52,1.73,1.73,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
TLM,MARKETING,0.1,0.1,1.95,2.07,2.19,2.32,2.44,2.56,2.68,2.8,2.92,3.04,3.16,3.29,3.41,3.53,3.65,3.77,3.89,4.01,4.14,4.26,4.38,4.5,4.62,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74
TLM,ALIEN WORDLS FOUNDATION,0,0,2.09,2.09,2.09,2.68,2.68,2.68,3.26,3.26,3.26,3.84,3.84,3.84,4.42,4.42,4.42,5,5,5,5.59,5.59,5.59,6.17,6.17,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
TLM,ADVISORS,0,0,0.11,0.22,0.33,0.44,0.56,0.67,0.78,0.89,1,1.11,1.22,1.33,1.44,1.56,1.67,1.78,1.89,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TLM,TEAM,0,0,0,0,0,0,0,0,1.25,1.25,1.25,2.5,2.5,2.5,3.75,3.75,3.75,5,5,5,6.25,6.25,6.25,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
TLM,GOVERNANCE,0,0,0.3,0.3,0.3,0.6,0.6,0.6,0.9,0.9,0.9,1.2,1.2,1.2,1.5,1.5,1.5,1.8,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TLM,LIQUIDITY PROVISION,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TLM,STAKING REWARDS,0,0,0.15,0.29,0.44,0.58,0.73,0.88,1.02,1.17,1.31,1.46,1.6,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
TLM,SECURITY AUDIOTS,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
TLM,ECOSYSTEM GRANTS,0,0,0.43,0.43,0.43,0.86,0.86,0.86,1.29,1.29,1.29,1.72,1.72,1.72,2.15,2.15,2.15,2.58,2.58,2.58,3.01,3.01,3.01,3.44,3.44,3.44,3.87,3.87,3.87,4.3,4.3,4.3,4.73,4.73,4.73,5.16,5.16
TLM,PARTICIPATION REWARDS,0.42,0.82,1.21,1.59,1.97,2.35,2.72,3.09,3.45,3.82,4.18,4.53,4.89,5.24,5.59,5.93,6.28,6.62,6.96,7.29,7.62,7.95,8.28,8.61,8.87,9.12,9.38,9.63,9.89,10.14,10.4,10.66,10.91,11.17,11.42,11.68,11.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCX,ALCHEMIX DAO,"3,192","91,714","187,286","277,363","367,921","453,132","538,694","621,675","699,569","777,554","850,582","923,553","993,961","1,055,368","1,120,929","1,181,960","1,242,488","1,298,653","1,354,185","1,407,155","1,456,003","1,503,958","1,547,941","1,590,900","1,631,278","1,665,571","1,701,120","1,733,087","1,763,603","1,790,723","1,816,225","1,839,183","1,858,986","1,876,911","1,891,848","1,904,777","1,915,221"
ALCX,STAKING,"32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000"
ALCX,LIQ POOLS,"446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612","446,612"
,,"481,804","570,326","656,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1INCH,TEAM,0,0,0,0,0,0,0,0,0,0,0,0,"48,214,285","48,214,285","48,214,285","48,214,285","48,214,285","48,214,285","96,428,571","96,428,571","96,428,571","96,428,571","96,428,571","96,428,571","144,642,857","144,642,857","144,642,857","144,642,857","144,642,857","144,642,857","192,857,143","192,857,143","192,857,143","192,857,143","192,857,143","192,857,143","241,071,429"
1INCH,ADVISORS,0,0,0,0,0,0,0,0,0,0,0,0,"4,928,571","4,928,571","4,928,571","4,928,571","4,928,571","4,928,571","9,857,142","9,857,142","9,857,142","9,857,142","9,857,142","9,857,142","14,785,714","14,785,714","14,785,714","14,785,714","14,785,714","14,785,714","19,714,286","19,714,286","19,714,286","19,714,286","19,714,286","19,714,286","24,642,857"
1INCH,SEED,0,0,0,0,0,0,0,0,0,0,0,0,"70,625,000","70,625,000","70,625,000","70,625,000","70,625,000","70,625,000","141,250,000","141,250,000","141,250,000","141,250,000","141,250,000","141,250,000","211,875,000","211,875,000","211,875,000","211,875,000","211,875,000","211,875,000","282,500,000","282,500,000","282,500,000","282,500,000","282,500,000","282,500,000","282,500,000"
1INCH,COMMUNITY INCENTIVE,"150,000,000","150,000,000","150,000,000","150,000,000","150,000,000","150,000,000","187,500,000","187,500,000","187,500,000","187,500,000","187,500,000","187,500,000","225,000,000","225,000,000","225,000,000","225,000,000","225,000,000","225,000,000","262,500,000","262,500,000","262,500,000","262,500,000","262,500,000","262,500,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","337,500,000","337,500,000","337,500,000","337,500,000","337,500,000","337,500,000","375,000,000"
1INCH,NETWORK GROTH FUND,"71,833,333","71,833,333","71,833,333","71,833,333","71,833,333","71,833,333","89,791,666","89,791,666","89,791,666","89,791,666","89,791,666","89,791,666","107,750,000","107,750,000","107,750,000","107,750,000","107,750,000","107,750,000","125,708,333","125,708,333","125,708,333","125,708,333","125,708,333","125,708,333","143,666,667","143,666,667","143,666,667","143,666,667","143,666,667","143,666,667","161,625,000","161,625,000","161,625,000","161,625,000","161,625,000","161,625,000","179,583,333"
1INCH,SERIES A,0,0,0,0,0,0,0,0,0,0,0,0,"45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","90,000,000","135,000,000","135,000,000","135,000,000","135,000,000","135,000,000","135,000,000","180,000,000","180,000,000","180,000,000","180,000,000","180,000,000","180,000,000","180,000,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICX,INFLATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,152,369","5,872,803","9,368,820","13,122,705","16,772,064","20,560,266","24,242,986","28,065,819","31,906,372","28,065,819","31,906,372","35,639,986","39,515,648"
ICX,FUNDRAISER,"4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000","4,002,300,000"
ICX,RESERRVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600","128,073,600"
ICX,COMMUNITY,0,0,"80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000"
ICX,TEAM & CONTRIBUTORS,0,0,0,0,0,0,0,"20,011,500","20,011,500","20,011,500","20,011,500","20,011,500","20,011,500","40,023,000","40,023,000","40,023,000","40,023,000","40,023,000","40,023,000","60,034,500","60,034,500","60,034,500","60,034,500","60,034,500","60,034,500","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000","80,046,000"
ICX,FOUNDATION,0,0,"112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400","112,064,400"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILV,TREASURY,0,0,0,0,0,0,0,0,0,0,0,0,"125,000","250,000","375,000","500,000","625,000","750,000","875,000","1,000,000","1,125,000","1,250,000","1,375,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000"
ILV,TEAM,0,0,0,0,0,0,0,0,0,0,0,0,"125,000","250,000","375,000","500,000","625,000","750,000","875,000","1,000,000","1,125,000","1,250,000","1,375,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000"
ILV,SEED SALE,0,0,0,0,0,0,0,0,0,0,0,0,"125,000","250,000","375,000","500,000","625,000","750,000","875,000","1,000,000","1,125,000","1,250,000","1,375,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000","1,500,000"
ILV,PRESSED,0,0,0,0,0,0,0,0,0,0,0,0,"41,667","83,333","125,000","166,667","208,333","250,000","291,667","333,333","375,000","416,667","458,333","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000"
ILV,PUBLIC SALE,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINK,TOKEN SALE,"350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000"
LINK,INCENTIVES ECOSYSTEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000"
LINK,TEAM,"300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOKS,AIRDROP,"120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000",,,,,,,,,,,,
LOOKS,LIQUIDITY,"16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997","16,916,997",,,,,,,,,,,,
LOOKS,VOLUME,"2,866,500","88,861,500","129,709,125","170,556,750","211,404,375","227,528,438","243,652,500","259,776,563","275,900,625","292,024,688","308,148,750","324,272,813","340,396,875","348,996,375","357,595,875","366,195,375","374,794,875","383,394,375","391,993,875","400,593,375","409,192,875","417,792,375","426,391,875","434,991,375","441,000,000",,,,,,,,,,,,
LOOKS,STAKING,"1,228,500","38,083,500","55,589,625","73,095,750","90,601,875","97,512,188","104,422,500","111,332,813","118,243,125","125,153,438","132,063,750","138,974,063","145,884,375","149,569,875","153,255,375","156,940,875","160,626,375","164,311,875","167,997,375","171,682,875","175,368,375","179,053,875","182,739,375","186,424,875","189,000,000",,,,,,,,,,,,
LOOKS,STRATEGIC,0,0,0,0,0,0,"11,027,668","11,027,668","11,027,668","11,027,668","11,027,668","11,027,668","22,055,335","22,055,335","22,055,335","22,055,335","22,055,335","22,055,335","33,083,003","33,083,003","33,083,003","33,083,003","33,083,003","33,083,003","33,083,003",,,,,,,,,,,,
LOOKS,TEAM,0,0,0,0,0,0,"33,333,333","33,333,333","33,333,333","33,333,333","33,333,333","33,333,333","66,666,667","66,666,667","66,666,667","66,666,667","66,666,667","66,666,667","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000","100,000,000",,,,,,,,,,,,
LOOKS,TREASURY,0,0,0,"14,285,714","14,285,714","14,285,714","28,571,429","28,571,429","28,571,429","42,857,143","42,857,143","42,857,143","57,142,857","57,142,857","57,142,857","71,428,571","71,428,571","71,428,571","85,714,286","85,714,286","85,714,286","100,000,000","100,000,000","100,000,000","100,000,000",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMG,CROWDSALE,"91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754","91,299,754"
OMG,AIRDROP,"7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270","7,012,270"
OMG,RESERVE,0,0,0,0,0,0,0,0,0,0,0,"28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080","28,049,080"
OMG,TEAM,0,0,0,0,0,0,0,0,0,0,0,"13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294","13,884,294"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
