Token,Holder,Month 0,Month 1 ,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Month 13,Month 14,Month 15,Month 16,Month 17,Month 18,Month 19,Month 20,Month 21,Month 22,Month 23,Month 24,Month 25,Month 26,Month 27,Month 28,Month 29,Month 30,Month 31,Month 32,Month 33,Month 34,Month 35,Month 36
SRM,ECOSYSTEM,"44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","80,383,562","116,767,123","154,363,470","190,747,032","228,343,379","265,939,726","299,897,717","337,494,064","373,877,626","411,473,973","447,857,534","485,453,881","523,050,228","559,433,790","597,030,137","633,413,699","671,010,046","708,606,393","742,564,384","780,160,731","816,544,292","854,140,639","890,524,201","928,120,548"
SRM,PARTNER & COLLARBORATOR FUND,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,986,301","73,972,603","112,191,781","149,178,082","187,397,260","225,616,438","260,136,986","298,356,164","335,342,466","373,561,644","410,547,945","448,767,123","486,986,301","523,972,603","562,191,781","599,178,082","637,397,260","675,616,438","710,136,986","748,356,164","785,342,466","823,561,644","860,547,945","898,767,123"
SRM,SEED & AUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,479,452","10,958,904","16,621,005","22,100,457","27,762,557","33,424,658","38,538,813","44,200,913","49,680,365","55,342,466","60,821,918","66,484,018","72,146,119","77,625,571","83,287,671","88,767,123","94,429,224","100,091,324","105,205,479","110,867,580","116,347,032","122,009,132","127,488,584","133,150,685"
SRM,PROJECT CONTRIBUTORS,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","36,054,795","66,109,589","97,166,210","127,221,005","158,277,626","189,334,247","217,385,388","248,442,009","278,496,804","309,553,425","339,608,219","370,664,840","401,721,461","431,776,256","462,832,877","492,887,671","523,944,292","555,000,913","583,052,055","614,108,676","644,163,470","675,220,091","705,274,886","736,331,507"
SRM,TEAM AND ADVISORS,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,397,260","54,794,521","83,105,023","110,502,283","138,812,785","167,123,288","192,694,064","221,004,566","248,401,826","276,712,329","304,109,589","332,420,091","360,730,594","388,127,854","416,438,356","443,835,616","472,146,119","500,456,621","526,027,397","554,337,900","581,735,160","610,045,662","637,442,922","665,753,425"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STORJ,TOKEN SALES,"29,210,000","57,770,000","61,710,000","61,710,000","61,710,000","61,710,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000","72,080,000"
STORJ,STORJ LABS,"107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000","107,920,000"
STORJ,RESERVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,625,000","30,625,000","30,625,000","61,250,000","61,250,000","61,250,000","91,875,000","91,875,000","91,875,000","122,500,000","122,500,000","122,500,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIT,BYBIT LOCKED,0,0,0,0,0,0,0,0,0,0,0,"187,500,000","375,000,000","562,500,000","750,000,000","937,500,000","1,125,000,000","1,312,500,000","1,500,000,000","1,687,500,000","1,875,000,000","2,062,500,000","2,250,000,000","2,437,500,000","2,625,000,000","2,812,500,000","3,000,000,000","3,187,500,000","3,375,000,000","1,312,500,000","1,500,000,000","1,687,500,000","1,875,000,000","2,062,500,000","2,250,000,000","2,437,500,000","2,625,000,000"
BIT,BYBIT FLEXIBLE,"1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,500,000,000"
BIT,BIDAO TREASURY,"1,000,000,000","1,000,000,000","1,166,666,667","1,333,333,333","1,500,000,000","1,666,666,667","1,833,333,333","2,000,000,000","2,166,666,667","2,333,333,333","2,500,000,000","2,666,666,667","2,833,333,333","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000","3,000,000,000"
BIT,LAUNCH PARTNER REWARDS,"500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000"
BIT,PRIVATE SALE,0,0,"41,666,667","83,333,333","125,000,000","166,666,667","208,333,333","250,000,000","291,666,667","333,333,333","375,000,000","416,666,667","458,333,333","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUSHI,LIQUIDITY MINING,"18,900,000","121,186,760","127,045,760","132,085,760","136,642,760","140,548,760","143,488,760","146,092,760","151,762,760","155,668,760","159,184,160","162,562,459","165,702,883","168,530,323","171,244,993","173,683,093","176,032,552","178,217,959","180,052,519","181,941,070","183,642,070","185,276,731","186,747,151","188,161,123","189,475,492","190,658,632","191,795,278","192,817,768","193,800,127","194,714,131","195,481,471","196,077,136","196,787,776","197,471,326","198,076,126","198,667,885","199,216,678"
SUSHI,VESTED REWARDS,0,0,0,0,0,0,0,0,"49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000","49,812,000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRU,FUTURE TEAM,"64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000","64,800,000"
TRU,COMPANY/FOUNDATION,"54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","54,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","108,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000","162,000,000"
TRU,TEAM,"33,300,000","33,300,000","33,300,000","66,600,000","66,600,000","66,600,000","99,900,000","99,900,000","99,900,000","133,200,000","133,200,000","133,200,000","166,500,000","166,500,000","166,500,000","199,800,000","199,800,000","199,800,000","233,100,000","233,100,000","233,100,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000","266,400,000"
TRU,PRESALE,"48,150,000","48,150,000","48,150,000","96,300,000","96,300,000","96,300,000","144,450,000","144,450,000","144,450,000","192,600,000","192,600,000","192,600,000","240,750,000","240,750,000","240,750,000","288,900,000","288,900,000","288,900,000","337,050,000","337,050,000","337,050,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000","385,200,000"
TRU,INCENTIVE,0,0,"9,360,000","18,720,000","28,080,000","37,440,000","46,800,000","56,160,000","65,520,000","74,880,000","84,240,000","93,600,000","102,960,000","112,320,000","121,680,000","131,040,000","140,400,000","149,760,000","159,120,000","168,480,000","177,840,000","187,200,000","196,560,000","205,920,000","215,280,000","224,640,000","234,000,000","243,360,000","252,720,000","262,080,000","271,440,000","280,800,000","290,160,000","299,520,000","308,880,000","318,240,000","327,600,000"
