DATA,,,,,,,,
key,data,,,,,,,
token_name,Oxygen,,,,,,,
token_symbol,OXY,,,,,,,
start_date,01/12/2021,,,,,,,
start_tokens,10000000000,,,,,,,
emission_schedule,1D,,,,,,,
emission_type,linear_unlock,,,,,,,
emission_incentive,,,,,,,,
DISTRIBUTION,,,,,,,,
entity,Community Fund,Team,Serum Ecosystem Incentives,Maps Ecosystem Incentives,Product and Tech Growth,Private Sale,IEO,Partners
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,community,team,community,community,team,investors,public,team
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
t869,5.52,2.76,5.23,2.76,13.05,2.76,2,2.21
t870,5.53,2.77,5.23,2.77,13.06,2.77,2,2.21
t871,5.54,2.77,5.24,2.77,13.07,2.77,2,2.22
t872,5.55,2.78,5.25,2.78,13.08,2.78,2,2.22
t873,5.56,2.78,5.26,2.78,13.09,2.78,2,2.23
t874,5.58,2.79,5.26,2.79,13.10,2.79,2,2.23
t875,5.59,2.79,5.27,2.79,13.11,2.79,2,2.23
t876,5.60,2.80,5.28,2.80,13.12,2.80,2,2.24
t877,5.61,2.80,5.29,2.80,13.13,2.80,2,2.24
t878,5.62,2.81,5.29,2.81,13.14,2.81,2,2.25
t879,5.63,2.81,5.30,2.81,13.14,2.81,2,2.25
t880,5.64,2.82,5.31,2.82,13.15,2.82,2,2.26
t881,5.65,2.83,5.31,2.83,13.16,2.83,2,2.26
t882,5.66,2.83,5.32,2.83,13.17,2.83,2,2.27
t883,5.67,2.84,5.33,2.84,13.18,2.84,2,2.27
t884,5.68,2.84,5.34,2.84,13.19,2.84,2,2.27
t885,5.70,2.85,5.34,2.85,13.20,2.85,2,2.28
t886,5.71,2.85,5.35,2.85,13.21,2.85,2,2.28
t887,5.72,2.86,5.36,2.86,13.22,2.86,2,2.29
t888,5.73,2.86,5.37,2.86,13.23,2.86,2,2.29
t889,5.74,2.87,5.37,2.87,13.23,2.87,2,2.30
t890,5.75,2.88,5.38,2.88,13.24,2.88,2,2.30
t891,5.76,2.88,5.39,2.88,13.25,2.88,2,2.30
t892,5.77,2.89,5.40,2.89,13.26,2.89,2,2.31
t893,5.78,2.89,5.40,2.89,13.27,2.89,2,2.31
t894,5.79,2.90,5.41,2.90,13.28,2.90,2,2.32
t895,5.81,2.90,5.42,2.90,13.29,2.90,2,2.32
t896,5.82,2.91,5.43,2.91,13.30,2.91,2,2.33
t897,5.83,2.91,5.43,2.91,13.31,2.91,2,2.33
t898,5.84,2.92,5.44,2.92,13.32,2.92,2,2.34
t899,5.85,2.92,5.45,2.92,13.33,2.92,2,2.34
t900,5.86,2.93,5.46,2.93,13.33,2.93,2,2.34
t901,5.87,2.94,5.46,2.94,13.34,2.94,2,2.35
t902,5.88,2.94,5.47,2.94,13.35,2.94,2,2.35
t903,5.89,2.95,5.48,2.95,13.36,2.95,2,2.36
t904,5.90,2.95,5.48,2.95,13.37,2.95,2,2.36
t905,5.91,2.96,5.49,2.96,13.38,2.96,2,2.37
t906,5.93,2.96,5.50,2.96,13.39,2.96,2,2.37
t907,5.94,2.97,5.51,2.97,13.40,2.97,2,2.37
t908,5.95,2.97,5.51,2.97,13.41,2.97,2,2.38
t909,5.96,2.98,5.52,2.98,13.42,2.98,2,2.38
t910,5.97,2.98,5.53,2.98,13.42,2.98,2,2.39
t911,5.98,2.99,5.54,2.99,13.43,2.99,2,2.39
t912,5.99,3.00,5.54,3.00,13.44,3.00,2,2.40
t913,6.00,3.00,5.55,3.00,13.45,3.00,2,2.40
t914,6.01,3.01,5.56,3.01,13.46,3.01,2,2.41
t915,6.02,3.01,5.57,3.01,13.47,3.01,2,2.41
t916,6.04,3.02,5.57,3.02,13.48,3.02,2,2.41
t917,6.05,3.02,5.58,3.02,13.49,3.02,2,2.42
t918,6.06,3.03,5.59,3.03,13.50,3.03,2,2.42
t919,6.07,3.03,5.60,3.03,13.51,3.03,2,2.43
t920,6.08,3.04,5.60,3.04,13.52,3.04,2,2.43
t921,6.09,3.04,5.61,3.04,13.52,3.04,2,2.44
t922,6.10,3.05,5.62,3.05,13.53,3.05,2,2.44
t923,6.11,3.06,5.63,3.06,13.54,3.06,2,2.44
t924,6.12,3.06,5.63,3.06,13.55,3.06,2,2.45
t925,6.13,3.07,5.64,3.07,13.56,3.07,2,2.45
t926,6.14,3.07,5.65,3.07,13.57,3.07,2,2.46
t927,6.16,3.08,5.65,3.08,13.58,3.08,2,2.46
t928,6.17,3.08,5.66,3.08,13.59,3.08,2,2.47
t929,6.18,3.09,5.67,3.09,13.60,3.09,2,2.47
t930,6.19,3.09,5.68,3.09,13.61,3.09,2,2.48
t931,6.20,3.10,5.68,3.10,13.61,3.10,2,2.48
t932,6.21,3.11,5.69,3.11,13.62,3.11,2,2.48
t933,6.22,3.11,5.70,3.11,13.63,3.11,2,2.49
t934,6.23,3.12,5.71,3.12,13.64,3.12,2,2.49
t935,6.24,3.12,5.71,3.12,13.65,3.12,2,2.50
t936,6.25,3.13,5.72,3.13,13.66,3.13,2,2.50
t937,6.27,3.13,5.73,3.13,13.67,3.13,2,2.51
t938,6.28,3.14,5.74,3.14,13.68,3.14,2,2.51
t939,6.29,3.14,5.74,3.14,13.69,3.14,2,2.51
t940,6.30,3.15,5.75,3.15,13.70,3.15,2,2.52
t941,6.31,3.15,5.76,3.15,13.70,3.15,2,2.52
t942,6.32,3.16,5.77,3.16,13.71,3.16,2,2.53
t943,6.33,3.17,5.77,3.17,13.72,3.17,2,2.53
t944,6.34,3.17,5.78,3.17,13.73,3.17,2,2.54
t945,6.35,3.18,5.79,3.18,13.74,3.18,2,2.54
t946,6.36,3.18,5.80,3.18,13.75,3.18,2,2.55
t947,6.37,3.19,5.80,3.19,13.76,3.19,2,2.55
t948,6.39,3.19,5.81,3.19,13.77,3.19,2,2.55
t949,6.40,3.20,5.82,3.20,13.78,3.20,2,2.56
t950,6.41,3.20,5.83,3.20,13.79,3.20,2,2.56
t951,6.42,3.21,5.83,3.21,13.80,3.21,2,2.57
t952,6.43,3.21,5.84,3.21,13.80,3.21,2,2.57
t953,6.44,3.22,5.85,3.22,13.81,3.22,2,2.58
t954,6.45,3.23,5.85,3.23,13.82,3.23,2,2.58
t955,6.46,3.23,5.86,3.23,13.83,3.23,2,2.58
t956,6.47,3.24,5.87,3.24,13.84,3.24,2,2.59
t957,6.48,3.24,5.88,3.24,13.85,3.24,2,2.59
t958,6.50,3.25,5.88,3.25,13.86,3.25,2,2.60
t959,6.51,3.25,5.89,3.25,13.87,3.25,2,2.60
t960,6.52,3.26,5.90,3.26,13.88,3.26,2,2.61
t961,6.53,3.26,5.91,3.26,13.89,3.26,2,2.61
t962,6.54,3.27,5.91,3.27,13.89,3.27,2,2.62
t963,6.55,3.27,5.92,3.27,13.90,3.27,2,2.62
t964,6.56,3.28,5.93,3.28,13.91,3.28,2,2.62
t965,6.57,3.29,5.94,3.29,13.92,3.29,2,2.63
t966,6.58,3.29,5.94,3.29,13.93,3.29,2,2.63
t967,6.59,3.30,5.95,3.30,13.94,3.30,2,2.64
t968,6.60,3.30,5.96,3.30,13.95,3.30,2,2.64
t969,6.62,3.31,5.97,3.31,13.96,3.31,2,2.65
t970,6.63,3.31,5.97,3.31,13.97,3.31,2,2.65
t971,6.64,3.32,5.98,3.32,13.98,3.32,2,2.65
t972,6.65,3.32,5.99,3.32,13.98,3.32,2,2.66
t973,6.66,3.33,6.00,3.33,13.99,3.33,2,2.66
t974,6.67,3.34,6.00,3.34,14.00,3.34,2,2.67
t975,6.68,3.34,6.01,3.34,14.01,3.34,2,2.67
t976,6.69,3.35,6.02,3.35,14.02,3.35,2,2.68
t977,6.70,3.35,6.02,3.35,14.03,3.35,2,2.68
t978,6.71,3.36,6.03,3.36,14.04,3.36,2,2.69
t979,6.73,3.36,6.04,3.36,14.05,3.36,2,2.69
t980,6.74,3.37,6.05,3.37,14.06,3.37,2,2.69
t981,6.75,3.37,6.05,3.37,14.07,3.37,2,2.70
t982,6.76,3.38,6.06,3.38,14.08,3.38,2,2.70
t983,6.77,3.38,6.07,3.38,14.08,3.38,2,2.71
t984,6.78,3.39,6.08,3.39,14.09,3.39,2,2.71
t985,6.79,3.40,6.08,3.40,14.10,3.40,2,2.72
t986,6.80,3.40,6.09,3.40,14.11,3.40,2,2.72
t987,6.81,3.41,6.10,3.41,14.12,3.41,2,2.73
t988,6.82,3.41,6.11,3.41,14.13,3.41,2,2.73
t989,6.83,3.42,6.11,3.42,14.14,3.42,2,2.73
t990,6.85,3.42,6.12,3.42,14.15,3.42,2,2.74
t991,6.86,3.43,6.13,3.43,14.16,3.43,2,2.74
t992,6.87,3.43,6.14,3.43,14.17,3.43,2,2.75
t993,6.88,3.44,6.14,3.44,14.17,3.44,2,2.75
t994,6.89,3.44,6.15,3.44,14.18,3.44,2,2.76
t995,6.90,3.45,6.16,3.45,14.19,3.45,2,2.76
t996,6.91,3.46,6.17,3.46,14.20,3.46,2,2.76
t997,6.92,3.46,6.17,3.46,14.21,3.46,2,2.77
t998,6.93,3.47,6.18,3.47,14.22,3.47,2,2.77
t999,6.94,3.47,6.19,3.47,14.23,3.47,2,2.78
t1000,6.96,3.48,6.19,3.48,14.24,3.48,2,2.78
t1001,6.97,3.48,6.20,3.48,14.25,3.48,2,2.79
t1002,6.98,3.49,6.21,3.49,14.26,3.49,2,2.79
t1003,6.99,3.49,6.22,3.49,14.27,3.49,2,2.80
t1004,7.00,3.50,6.22,3.50,14.27,3.50,2,2.80
t1005,7.01,3.50,6.23,3.50,14.28,3.50,2,2.80
t1006,7.02,3.51,6.24,3.51,14.29,3.51,2,2.81
t1007,7.03,3.52,6.25,3.52,14.30,3.52,2,2.81
t1008,7.04,3.52,6.25,3.52,14.31,3.52,2,2.82
t1009,7.05,3.53,6.26,3.53,14.32,3.53,2,2.82
t1010,7.06,3.53,6.27,3.53,14.33,3.53,2,2.83
t1011,7.08,3.54,6.28,3.54,14.34,3.54,2,2.83
t1012,7.09,3.54,6.28,3.54,14.35,3.54,2,2.83
t1013,7.10,3.55,6.29,3.55,14.36,3.55,2,2.84
t1014,7.11,3.55,6.30,3.55,14.36,3.55,2,2.84
t1015,7.12,3.56,6.31,3.56,14.37,3.56,2,2.85
t1016,7.13,3.57,6.31,3.57,14.38,3.57,2,2.85
t1017,7.14,3.57,6.32,3.57,14.39,3.57,2,2.86
t1018,7.15,3.58,6.33,3.58,14.40,3.58,2,2.86
t1019,7.16,3.58,6.34,3.58,14.41,3.58,2,2.87
t1020,7.17,3.59,6.34,3.59,14.42,3.59,2,2.87
t1021,7.19,3.59,6.35,3.59,14.43,3.59,2,2.87
t1022,7.20,3.60,6.36,3.60,14.44,3.60,2,2.88
t1023,7.21,3.60,6.36,3.60,14.45,3.60,2,2.88
t1024,7.22,3.61,6.37,3.61,14.45,3.61,2,2.89
t1025,7.23,3.61,6.38,3.61,14.46,3.61,2,2.89
t1026,7.24,3.62,6.39,3.62,14.47,3.62,2,2.90
t1027,7.25,3.63,6.39,3.63,14.48,3.63,2,2.90
t1028,7.26,3.63,6.40,3.63,14.49,3.63,2,2.90
t1029,7.27,3.64,6.41,3.64,14.50,3.64,2,2.91
t1030,7.28,3.64,6.42,3.64,14.51,3.64,2,2.91
t1031,7.29,3.65,6.42,3.65,14.52,3.65,2,2.92
t1032,7.31,3.65,6.43,3.65,14.53,3.65,2,2.92
t1033,7.32,3.66,6.44,3.66,14.54,3.66,2,2.93
t1034,7.33,3.66,6.45,3.66,14.55,3.66,2,2.93
t1035,7.34,3.67,6.45,3.67,14.55,3.67,2,2.94
t1036,7.35,3.67,6.46,3.67,14.56,3.67,2,2.94
t1037,7.36,3.68,6.47,3.68,14.57,3.68,2,2.94
t1038,7.37,3.69,6.48,3.69,14.58,3.69,2,2.95
t1039,7.38,3.69,6.48,3.69,14.59,3.69,2,2.95
t1040,7.39,3.70,6.49,3.70,14.60,3.70,2,2.96
t1041,7.40,3.70,6.50,3.70,14.61,3.70,2,2.96
t1042,7.42,3.71,6.51,3.71,14.62,3.71,2,2.97
t1043,7.43,3.71,6.51,3.71,14.63,3.71,2,2.97
t1044,7.44,3.72,6.52,3.72,14.64,3.72,2,2.97
t1045,7.45,3.72,6.53,3.72,14.64,3.72,2,2.98
t1046,7.46,3.73,6.53,3.73,14.65,3.73,2,2.98
t1047,7.47,3.73,6.54,3.73,14.66,3.73,2,2.99
t1048,7.48,3.74,6.55,3.74,14.67,3.74,2,2.99
t1049,7.49,3.75,6.56,3.75,14.68,3.75,2,3.00
t1050,7.50,3.75,6.56,3.75,14.69,3.75,2,3.00
t1051,7.51,3.76,6.57,3.76,14.70,3.76,2,3.01
t1052,7.52,3.76,6.58,3.76,14.71,3.76,2,3.01
t1053,7.54,3.77,6.59,3.77,14.72,3.77,2,3.01
t1054,7.55,3.77,6.59,3.77,14.73,3.77,2,3.02
t1055,7.56,3.78,6.60,3.78,14.73,3.78,2,3.02
t1056,7.57,3.78,6.61,3.78,14.74,3.78,2,3.03
t1057,7.58,3.79,6.62,3.79,14.75,3.79,2,3.03
t1058,7.59,3.80,6.62,3.80,14.76,3.80,2,3.04
t1059,7.60,3.80,6.63,3.80,14.77,3.80,2,3.04
t1060,7.61,3.81,6.64,3.81,14.78,3.81,2,3.04
t1061,7.62,3.81,6.65,3.81,14.79,3.81,2,3.05
t1062,7.63,3.82,6.65,3.82,14.80,3.82,2,3.05
t1063,7.65,3.82,6.66,3.82,14.81,3.82,2,3.06
t1064,7.66,3.83,6.67,3.83,14.82,3.83,2,3.06
t1065,7.67,3.83,6.68,3.83,14.83,3.83,2,3.07
t1066,7.68,3.84,6.68,3.84,14.83,3.84,2,3.07
t1067,7.69,3.84,6.69,3.84,14.84,3.84,2,3.08
t1068,7.70,3.85,6.70,3.85,14.85,3.85,2,3.08
t1069,7.71,3.86,6.70,3.86,14.86,3.86,2,3.08
t1070,7.72,3.86,6.71,3.86,14.87,3.86,2,3.09
t1071,7.73,3.87,6.72,3.87,14.88,3.87,2,3.09
t1072,7.74,3.87,6.73,3.87,14.89,3.87,2,3.10
t1073,7.75,3.88,6.73,3.88,14.90,3.88,2,3.10
t1074,7.77,3.88,6.74,3.88,14.91,3.88,2,3.11
t1075,7.78,3.89,6.75,3.89,14.92,3.89,2,3.11
t1076,7.79,3.89,6.76,3.89,14.92,3.89,2,3.12
t1077,7.80,3.90,6.76,3.90,14.93,3.90,2,3.12
t1078,7.81,3.90,6.77,3.90,14.94,3.90,2,3.12
t1079,7.82,3.91,6.78,3.91,14.95,3.91,2,3.13
t1080,7.83,3.92,6.79,3.92,14.96,3.92,2,3.13
t1081,7.84,3.92,6.79,3.92,14.97,3.92,2,3.14
t1082,7.85,3.93,6.80,3.93,14.98,3.93,2,3.14
t1083,7.86,3.93,6.81,3.93,14.99,3.93,2,3.15
t1084,7.88,3.94,6.82,3.94,15.00,3.94,2,3.15
t1085,7.89,3.94,6.82,3.94,15.01,3.94,2,3.15
t1086,7.90,3.95,6.83,3.95,15.02,3.95,2,3.16
t1087,7.91,3.95,6.84,3.95,15.02,3.95,2,3.16
t1088,7.92,3.96,6.85,3.96,15.03,3.96,2,3.17
t1089,7.93,3.96,6.85,3.96,15.04,3.96,2,3.17
t1090,7.94,3.97,6.86,3.97,15.05,3.97,2,3.18
t1091,7.95,3.98,6.87,3.98,15.06,3.98,2,3.18
t1092,7.96,3.98,6.87,3.98,15.07,3.98,2,3.19
t1093,7.97,3.99,6.88,3.99,15.08,3.99,2,3.19
t1094,7.98,3.99,6.89,3.99,15.09,3.99,2,3.19
t1095,8.00,4.00,6.90,4.00,15.10,4.00,2,3.20
t1096,8.01,4.00,6.90,4.00,15.11,4.00,2,3.20
t1097,8.02,4.01,6.91,4.01,15.11,4.01,2,3.21
t1098,8.03,4.01,6.92,4.01,15.12,4.01,2,3.21
t1099,8.04,4.02,6.93,4.02,15.13,4.02,2,3.22
t1100,8.05,4.03,6.93,4.03,15.14,4.03,2,3.22
t1101,8.06,4.03,6.94,4.03,15.15,4.03,2,3.22
t1102,8.07,4.04,6.95,4.04,15.16,4.04,2,3.23
t1103,8.08,4.04,6.96,4.04,15.17,4.04,2,3.23
t1104,8.09,4.05,6.96,4.05,15.18,4.05,2,3.24
t1105,8.11,4.05,6.97,4.05,15.19,4.05,2,3.24
t1106,8.12,4.06,6.98,4.06,15.20,4.06,2,3.25
t1107,8.13,4.06,6.99,4.06,15.20,4.06,2,3.25
t1108,8.14,4.07,6.99,4.07,15.21,4.07,2,3.26
t1109,8.15,4.07,7.00,4.07,15.22,4.07,2,3.26
t1110,8.16,4.08,7.01,4.08,15.23,4.08,2,3.26
t1111,8.17,4.09,7.02,4.09,15.24,4.09,2,3.27
t1112,8.18,4.09,7.02,4.09,15.25,4.09,2,3.27
t1113,8.19,4.10,7.03,4.10,15.26,4.10,2,3.28
t1114,8.20,4.10,7.04,4.10,15.27,4.10,2,3.28
t1115,8.21,4.11,7.04,4.11,15.28,4.11,2,3.29
t1116,8.23,4.11,7.05,4.11,15.29,4.11,2,3.29
t1117,8.24,4.12,7.06,4.12,15.30,4.12,2,3.29
t1118,8.25,4.12,7.07,4.12,15.30,4.12,2,3.30
t1119,8.26,4.13,7.07,4.13,15.31,4.13,2,3.30
t1120,8.27,4.13,7.08,4.13,15.32,4.13,2,3.31
t1121,8.28,4.14,7.09,4.14,15.33,4.14,2,3.31
t1122,8.29,4.15,7.10,4.15,15.34,4.15,2,3.32
t1123,8.30,4.15,7.10,4.15,15.35,4.15,2,3.32
t1124,8.31,4.16,7.11,4.16,15.36,4.16,2,3.33
t1125,8.32,4.16,7.12,4.16,15.37,4.16,2,3.33
t1126,8.34,4.17,7.13,4.17,15.38,4.17,2,3.33
t1127,8.35,4.17,7.13,4.17,15.39,4.17,2,3.34
t1128,8.36,4.18,7.14,4.18,15.39,4.18,2,3.34
t1129,8.37,4.18,7.15,4.18,15.40,4.18,2,3.35
t1130,8.38,4.19,7.16,4.19,15.41,4.19,2,3.35
t1131,8.39,4.19,7.16,4.19,15.42,4.19,2,3.36
t1132,8.40,4.20,7.17,4.20,15.43,4.20,2,3.36
t1133,8.41,4.21,7.18,4.21,15.44,4.21,2,3.36
t1134,8.42,4.21,7.19,4.21,15.45,4.21,2,3.37
t1135,8.43,4.22,7.19,4.22,15.46,4.22,2,3.37
t1136,8.44,4.22,7.20,4.22,15.47,4.22,2,3.38
t1137,8.46,4.23,7.21,4.23,15.48,4.23,2,3.38
t1138,8.47,4.23,7.21,4.23,15.48,4.23,2,3.39
t1139,8.48,4.24,7.22,4.24,15.49,4.24,2,3.39
t1140,8.49,4.24,7.23,4.24,15.50,4.24,2,3.40
t1141,8.50,4.25,7.24,4.25,15.51,4.25,2,3.40
t1142,8.51,4.26,7.24,4.26,15.52,4.26,2,3.40
t1143,8.52,4.26,7.25,4.26,15.53,4.26,2,3.41
t1144,8.53,4.27,7.26,4.27,15.54,4.27,2,3.41
t1145,8.54,4.27,7.27,4.27,15.55,4.27,2,3.42
t1146,8.55,4.28,7.27,4.28,15.56,4.28,2,3.42
t1147,8.57,4.28,7.28,4.28,15.57,4.28,2,3.43
t1148,8.58,4.29,7.29,4.29,15.58,4.29,2,3.43
t1149,8.59,4.29,7.30,4.29,15.58,4.29,2,3.43
t1150,8.60,4.30,7.30,4.30,15.59,4.30,2,3.44
t1151,8.61,4.30,7.31,4.30,15.60,4.30,2,3.44
t1152,8.62,4.31,7.32,4.31,15.61,4.31,2,3.45
t1153,8.63,4.32,7.33,4.32,15.62,4.32,2,3.45
t1154,8.64,4.32,7.33,4.32,15.63,4.32,2,3.46
t1155,8.65,4.33,7.34,4.33,15.64,4.33,2,3.46
t1156,8.66,4.33,7.35,4.33,15.65,4.33,2,3.47
t1157,8.67,4.34,7.36,4.34,15.66,4.34,2,3.47
t1158,8.69,4.34,7.36,4.34,15.67,4.34,2,3.47
t1159,8.70,4.35,7.37,4.35,15.67,4.35,2,3.48
t1160,8.71,4.35,7.38,4.35,15.68,4.35,2,3.48
t1161,8.72,4.36,7.38,4.36,15.69,4.36,2,3.49
t1162,8.73,4.36,7.39,4.36,15.70,4.36,2,3.49
t1163,8.74,4.37,7.40,4.37,15.71,4.37,2,3.50
t1164,8.75,4.38,7.41,4.38,15.72,4.38,2,3.50
t1165,8.76,4.38,7.41,4.38,15.73,4.38,2,3.50
t1166,8.77,4.39,7.42,4.39,15.74,4.39,2,3.51
t1167,8.78,4.39,7.43,4.39,15.75,4.39,2,3.51
t1168,8.80,4.40,7.44,4.40,15.76,4.40,2,3.52
t1169,8.81,4.40,7.44,4.40,15.77,4.40,2,3.52
t1170,8.82,4.41,7.45,4.41,15.77,4.41,2,3.53
t1171,8.83,4.41,7.46,4.41,15.78,4.41,2,3.53
t1172,8.84,4.42,7.47,4.42,15.79,4.42,2,3.54
t1173,8.85,4.42,7.47,4.42,15.80,4.42,2,3.54
t1174,8.86,4.43,7.48,4.43,15.81,4.43,2,3.54
t1175,8.87,4.44,7.49,4.44,15.82,4.44,2,3.55
t1176,8.88,4.44,7.50,4.44,15.83,4.44,2,3.55
t1177,8.89,4.45,7.50,4.45,15.84,4.45,2,3.56
t1178,8.90,4.45,7.51,4.45,15.85,4.45,2,3.56
t1179,8.92,4.46,7.52,4.46,15.86,4.46,2,3.57
t1180,8.93,4.46,7.53,4.46,15.86,4.46,2,3.57
t1181,8.94,4.47,7.53,4.47,15.87,4.47,2,3.58
t1182,8.95,4.47,7.54,4.47,15.88,4.47,2,3.58
t1183,8.96,4.48,7.55,4.48,15.89,4.48,2,3.58
t1184,8.97,4.49,7.56,4.49,15.90,4.49,2,3.59
t1185,8.98,4.49,7.56,4.49,15.91,4.49,2,3.59
t1186,8.99,4.50,7.57,4.50,15.92,4.50,2,3.60
t1187,9.00,4.50,7.58,4.50,15.93,4.50,2,3.60
t1188,9.01,4.51,7.58,4.51,15.94,4.51,2,3.61
t1189,9.03,4.51,7.59,4.51,15.95,4.51,2,3.61
t1190,9.04,4.52,7.60,4.52,15.95,4.52,2,3.61
t1191,9.05,4.52,7.61,4.52,15.96,4.52,2,3.62
t1192,9.06,4.53,7.61,4.53,15.97,4.53,2,3.62
t1193,9.07,4.53,7.62,4.53,15.98,4.53,2,3.63
t1194,9.08,4.54,7.63,4.54,15.99,4.54,2,3.63
t1195,9.09,4.55,7.64,4.55,16.00,4.55,2,3.64
t1196,9.10,4.55,7.64,4.55,16.01,4.55,2,3.64
t1197,9.11,4.56,7.65,4.56,16.02,4.56,2,3.65
t1198,9.12,4.56,7.66,4.56,16.03,4.56,2,3.65
t1199,9.13,4.57,7.67,4.57,16.04,4.57,2,3.65
t1200,9.15,4.57,7.67,4.57,16.05,4.57,2,3.66
t1201,9.16,4.58,7.68,4.58,16.05,4.58,2,3.66
t1202,9.17,4.58,7.69,4.58,16.06,4.58,2,3.67
t1203,9.18,4.59,7.70,4.59,16.07,4.59,2,3.67
t1204,9.19,4.59,7.70,4.59,16.08,4.59,2,3.68
t1205,9.20,4.60,7.71,4.60,16.09,4.60,2,3.68
t1206,9.21,4.61,7.72,4.61,16.10,4.61,2,3.68
t1207,9.22,4.61,7.73,4.61,16.11,4.61,2,3.69
t1208,9.23,4.62,7.73,4.62,16.12,4.62,2,3.69
t1209,9.24,4.62,7.74,4.62,16.13,4.62,2,3.70
t1210,9.26,4.63,7.75,4.63,16.14,4.63,2,3.70
t1211,9.27,4.63,7.75,4.63,16.14,4.63,2,3.71
t1212,9.28,4.64,7.76,4.64,16.15,4.64,2,3.71
t1213,9.29,4.64,7.77,4.64,16.16,4.64,2,3.72
t1214,9.30,4.65,7.78,4.65,16.17,4.65,2,3.72
t1215,9.31,4.65,7.78,4.65,16.18,4.65,2,3.72
t1216,9.32,4.66,7.79,4.66,16.19,4.66,2,3.73
t1217,9.33,4.67,7.80,4.67,16.20,4.67,2,3.73
t1218,9.34,4.67,7.81,4.67,16.21,4.67,2,3.74
t1219,9.35,4.68,7.81,4.68,16.22,4.68,2,3.74
t1220,9.36,4.68,7.82,4.68,16.23,4.68,2,3.75
t1221,9.38,4.69,7.83,4.69,16.23,4.69,2,3.75
t1222,9.39,4.69,7.84,4.69,16.24,4.69,2,3.75
t1223,9.40,4.70,7.84,4.70,16.25,4.70,2,3.76
t1224,9.41,4.70,7.85,4.70,16.26,4.70,2,3.76
t1225,9.42,4.71,7.86,4.71,16.27,4.71,2,3.77
t1226,9.43,4.72,7.87,4.72,16.28,4.72,2,3.77
t1227,9.44,4.72,7.87,4.72,16.29,4.72,2,3.78
t1228,9.45,4.73,7.88,4.73,16.30,4.73,2,3.78
t1229,9.46,4.73,7.89,4.73,16.31,4.73,2,3.79
t1230,9.47,4.74,7.90,4.74,16.32,4.74,2,3.79
t1231,9.49,4.74,7.90,4.74,16.33,4.74,2,3.79
t1232,9.50,4.75,7.91,4.75,16.33,4.75,2,3.80
t1233,9.51,4.75,7.92,4.75,16.34,4.75,2,3.80
t1234,9.52,4.76,7.92,4.76,16.35,4.76,2,3.81
t1235,9.53,4.76,7.93,4.76,16.36,4.76,2,3.81
t1236,9.54,4.77,7.94,4.77,16.37,4.77,2,3.82
t1237,9.55,4.78,7.95,4.78,16.38,4.78,2,3.82
t1238,9.56,4.78,7.95,4.78,16.39,4.78,2,3.82
t1239,9.57,4.79,7.96,4.79,16.40,4.79,2,3.83
t1240,9.58,4.79,7.97,4.79,16.41,4.79,2,3.83
t1241,9.59,4.80,7.98,4.80,16.42,4.80,2,3.84
t1242,9.61,4.80,7.98,4.80,16.42,4.80,2,3.84
t1243,9.62,4.81,7.99,4.81,16.43,4.81,2,3.85
t1244,9.63,4.81,8.00,4.81,16.44,4.81,2,3.85
t1245,9.64,4.82,8.01,4.82,16.45,4.82,2,3.86
t1246,9.65,4.82,8.01,4.82,16.46,4.82,2,3.86
t1247,9.66,4.83,8.02,4.83,16.47,4.83,2,3.86
t1248,9.67,4.84,8.03,4.84,16.48,4.84,2,3.87
t1249,9.68,4.84,8.04,4.84,16.49,4.84,2,3.87
t1250,9.69,4.85,8.04,4.85,16.50,4.85,2,3.88
t1251,9.70,4.85,8.05,4.85,16.51,4.85,2,3.88
t1252,9.72,4.86,8.06,4.86,16.52,4.86,2,3.89
t1253,9.73,4.86,8.07,4.86,16.52,4.86,2,3.89
t1254,9.74,4.87,8.07,4.87,16.53,4.87,2,3.89
t1255,9.75,4.87,8.08,4.87,16.54,4.87,2,3.90
t1256,9.76,4.88,8.09,4.88,16.55,4.88,2,3.90
t1257,9.77,4.88,8.09,4.88,16.56,4.88,2,3.91
t1258,9.78,4.89,8.10,4.89,16.57,4.89,2,3.91
t1259,9.79,4.90,8.11,4.90,16.58,4.90,2,3.92
t1260,9.80,4.90,8.12,4.90,16.59,4.90,2,3.92
t1261,9.81,4.91,8.12,4.91,16.60,4.91,2,3.93
t1262,9.82,4.91,8.13,4.91,16.61,4.91,2,3.93
t1263,9.84,4.92,8.14,4.92,16.61,4.92,2,3.93
t1264,9.85,4.92,8.15,4.92,16.62,4.92,2,3.94
t1265,9.86,4.93,8.15,4.93,16.63,4.93,2,3.94
t1266,9.87,4.93,8.16,4.93,16.64,4.93,2,3.95
t1267,9.88,4.94,8.17,4.94,16.65,4.94,2,3.95
t1268,9.89,4.95,8.18,4.95,16.66,4.95,2,3.96
t1269,9.90,4.95,8.18,4.95,16.67,4.95,2,3.96
t1270,9.91,4.96,8.19,4.96,16.68,4.96,2,3.96
t1271,9.92,4.96,8.20,4.96,16.69,4.96,2,3.97
t1272,9.93,4.97,8.21,4.97,16.70,4.97,2,3.97
t1273,9.95,4.97,8.21,4.97,16.70,4.97,2,3.98
t1274,9.96,4.98,8.22,4.98,16.71,4.98,2,3.98
