DATA,,,,,,,,
key,data,,,,,,,
token_name,Oxygen,,,,,,,
token_symbol,OXY,,,,,,,
start_date,01/12/2021,,,,,,,
start_tokens,10000000000,,,,,,,
emission_schedule,1D,,,,,,,
emission_type,linear_unlock,,,,,,,
emission_incentive,,,,,,,,
DISTRIBUTION,,,,,,,,
entity,Community Fund,Team,Serum Ecosystem Incentives,Maps Ecosystem Incentives,Product and Tech Growth,Private Sale,IEO,Partners
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,community,team,community,community,team,investors,public,team
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
t455,0.99,0.49,2.17,0.49,9.31,0.49,2,0.39
t456,1.00,0.50,2.17,0.50,9.32,0.50,2,0.40
t457,1.01,0.50,2.18,0.50,9.33,0.50,2,0.40
t458,1.02,0.51,2.19,0.51,9.34,0.51,2,0.41
t459,1.03,0.51,2.19,0.51,9.35,0.51,2,0.41
t460,1.04,0.52,2.20,0.52,9.36,0.52,2,0.42
t461,1.05,0.53,2.21,0.53,9.37,0.53,2,0.42
t462,1.06,0.53,2.22,0.53,9.38,0.53,2,0.42
t463,1.07,0.54,2.22,0.54,9.39,0.54,2,0.43
t464,1.08,0.54,2.23,0.54,9.39,0.54,2,0.43
t465,1.10,0.55,2.24,0.55,9.40,0.55,2,0.44
t466,1.11,0.55,2.25,0.55,9.41,0.55,2,0.44
t467,1.12,0.56,2.25,0.56,9.42,0.56,2,0.45
t468,1.13,0.56,2.26,0.56,9.43,0.56,2,0.45
t469,1.14,0.57,2.27,0.57,9.44,0.57,2,0.46
t470,1.15,0.58,2.28,0.58,9.45,0.58,2,0.46
t471,1.16,0.58,2.28,0.58,9.46,0.58,2,0.46
t472,1.17,0.59,2.29,0.59,9.47,0.59,2,0.47
t473,1.18,0.59,2.30,0.59,9.48,0.59,2,0.47
t474,1.19,0.60,2.31,0.60,9.48,0.60,2,0.48
t475,1.20,0.60,2.31,0.60,9.49,0.60,2,0.48
t476,1.22,0.61,2.32,0.61,9.50,0.61,2,0.49
t477,1.23,0.61,2.33,0.61,9.51,0.61,2,0.49
t478,1.24,0.62,2.34,0.62,9.52,0.62,2,0.50
t479,1.25,0.62,2.34,0.62,9.53,0.62,2,0.50
t480,1.26,0.63,2.35,0.63,9.54,0.63,2,0.50
t481,1.27,0.64,2.36,0.64,9.55,0.64,2,0.51
t482,1.28,0.64,2.37,0.64,9.56,0.64,2,0.51
t483,1.29,0.65,2.37,0.65,9.57,0.65,2,0.52
t484,1.30,0.65,2.38,0.65,9.58,0.65,2,0.52
t485,1.31,0.66,2.39,0.66,9.58,0.66,2,0.53
t486,1.33,0.66,2.39,0.66,9.59,0.66,2,0.53
t487,1.34,0.67,2.40,0.67,9.60,0.67,2,0.53
t488,1.35,0.67,2.41,0.67,9.61,0.67,2,0.54
t489,1.36,0.68,2.42,0.68,9.62,0.68,2,0.54
t490,1.37,0.68,2.42,0.68,9.63,0.68,2,0.55
t491,1.38,0.69,2.43,0.69,9.64,0.69,2,0.55
t492,1.39,0.70,2.44,0.70,9.65,0.70,2,0.56
t493,1.40,0.70,2.45,0.70,9.66,0.70,2,0.56
t494,1.41,0.71,2.45,0.71,9.67,0.71,2,0.57
t495,1.42,0.71,2.46,0.71,9.67,0.71,2,0.57
t496,1.43,0.72,2.47,0.72,9.68,0.72,2,0.57
t497,1.45,0.72,2.48,0.72,9.69,0.72,2,0.58
t498,1.46,0.73,2.48,0.73,9.70,0.73,2,0.58
t499,1.47,0.73,2.49,0.73,9.71,0.73,2,0.59
t500,1.48,0.74,2.50,0.74,9.72,0.74,2,0.59
t501,1.49,0.74,2.51,0.74,9.73,0.74,2,0.60
t502,1.50,0.75,2.51,0.75,9.74,0.75,2,0.60
t503,1.51,0.76,2.52,0.76,9.75,0.76,2,0.60
t504,1.52,0.76,2.53,0.76,9.76,0.76,2,0.61
t505,1.53,0.77,2.54,0.77,9.77,0.77,2,0.61
t506,1.54,0.77,2.54,0.77,9.77,0.77,2,0.62
t507,1.56,0.78,2.55,0.78,9.78,0.78,2,0.62
t508,1.57,0.78,2.56,0.78,9.79,0.78,2,0.63
t509,1.58,0.79,2.56,0.79,9.80,0.79,2,0.63
t510,1.59,0.79,2.57,0.79,9.81,0.79,2,0.64
t511,1.60,0.80,2.58,0.80,9.82,0.80,2,0.64
t512,1.61,0.81,2.59,0.81,9.83,0.81,2,0.64
t513,1.62,0.81,2.59,0.81,9.84,0.81,2,0.65
t514,1.63,0.82,2.60,0.82,9.85,0.82,2,0.65
t515,1.64,0.82,2.61,0.82,9.86,0.82,2,0.66
t516,1.65,0.83,2.62,0.83,9.86,0.83,2,0.66
t517,1.66,0.83,2.62,0.83,9.87,0.83,2,0.67
t518,1.68,0.84,2.63,0.84,9.88,0.84,2,0.67
t519,1.69,0.84,2.64,0.84,9.89,0.84,2,0.67
t520,1.70,0.85,2.65,0.85,9.90,0.85,2,0.68
t521,1.71,0.85,2.65,0.85,9.91,0.85,2,0.68
t522,1.72,0.86,2.66,0.86,9.92,0.86,2,0.69
t523,1.73,0.87,2.67,0.87,9.93,0.87,2,0.69
t524,1.74,0.87,2.68,0.87,9.94,0.87,2,0.70
t525,1.75,0.88,2.68,0.88,9.95,0.88,2,0.70
t526,1.76,0.88,2.69,0.88,9.95,0.88,2,0.71
t527,1.77,0.89,2.70,0.89,9.96,0.89,2,0.71
t528,1.79,0.89,2.71,0.89,9.97,0.89,2,0.71
t529,1.80,0.90,2.71,0.90,9.98,0.90,2,0.72
t530,1.81,0.90,2.72,0.90,9.99,0.90,2,0.72
t531,1.82,0.91,2.73,0.91,10.00,0.91,2,0.73
t532,1.83,0.91,2.73,0.91,10.01,0.91,2,0.73
t533,1.84,0.92,2.74,0.92,10.02,0.92,2,0.74
t534,1.85,0.93,2.75,0.93,10.03,0.93,2,0.74
t535,1.86,0.93,2.76,0.93,10.04,0.93,2,0.74
t536,1.87,0.94,2.76,0.94,10.05,0.94,2,0.75
t537,1.88,0.94,2.77,0.94,10.05,0.94,2,0.75
t538,1.89,0.95,2.78,0.95,10.06,0.95,2,0.76
t539,1.91,0.95,2.79,0.95,10.07,0.95,2,0.76
t540,1.92,0.96,2.79,0.96,10.08,0.96,2,0.77
t541,1.93,0.96,2.80,0.96,10.09,0.96,2,0.77
t542,1.94,0.97,2.81,0.97,10.10,0.97,2,0.78
t543,1.95,0.97,2.82,0.97,10.11,0.97,2,0.78
t544,1.96,0.98,2.82,0.98,10.12,0.98,2,0.78
t545,1.97,0.99,2.83,0.99,10.13,0.99,2,0.79
t546,1.98,0.99,2.84,0.99,10.14,0.99,2,0.79
t547,1.99,1.00,2.85,1.00,10.14,1.00,2,0.80
t548,2.00,1.00,2.85,1.00,10.15,1.00,2,0.80
t549,2.02,1.01,2.86,1.01,10.16,1.01,2,0.81
t550,2.03,1.01,2.87,1.01,10.17,1.01,2,0.81
t551,2.04,1.02,2.88,1.02,10.18,1.02,2,0.81
t552,2.05,1.02,2.88,1.02,10.19,1.02,2,0.82
t553,2.06,1.03,2.89,1.03,10.20,1.03,2,0.82
t554,2.07,1.04,2.90,1.04,10.21,1.04,2,0.83
t555,2.08,1.04,2.90,1.04,10.22,1.04,2,0.83
t556,2.09,1.05,2.91,1.05,10.23,1.05,2,0.84
t557,2.10,1.05,2.92,1.05,10.23,1.05,2,0.84
t558,2.11,1.06,2.93,1.06,10.24,1.06,2,0.85
t559,2.12,1.06,2.93,1.06,10.25,1.06,2,0.85
t560,2.14,1.07,2.94,1.07,10.26,1.07,2,0.85
t561,2.15,1.07,2.95,1.07,10.27,1.07,2,0.86
t562,2.16,1.08,2.96,1.08,10.28,1.08,2,0.86
t563,2.17,1.08,2.96,1.08,10.29,1.08,2,0.87
t564,2.18,1.09,2.97,1.09,10.30,1.09,2,0.87
t565,2.19,1.10,2.98,1.10,10.31,1.10,2,0.88
t566,2.20,1.10,2.99,1.10,10.32,1.10,2,0.88
t567,2.21,1.11,2.99,1.11,10.33,1.11,2,0.88
t568,2.22,1.11,3.00,1.11,10.33,1.11,2,0.89
t569,2.23,1.12,3.01,1.12,10.34,1.12,2,0.89
t570,2.25,1.12,3.02,1.12,10.35,1.12,2,0.90
t571,2.26,1.13,3.02,1.13,10.36,1.13,2,0.90
t572,2.27,1.13,3.03,1.13,10.37,1.13,2,0.91
t573,2.28,1.14,3.04,1.14,10.38,1.14,2,0.91
t574,2.29,1.14,3.05,1.14,10.39,1.14,2,0.92
t575,2.30,1.15,3.05,1.15,10.40,1.15,2,0.92
t576,2.31,1.16,3.06,1.16,10.41,1.16,2,0.92
t577,2.32,1.16,3.07,1.16,10.42,1.16,2,0.93
t578,2.33,1.17,3.07,1.17,10.42,1.17,2,0.93
t579,2.34,1.17,3.08,1.17,10.43,1.17,2,0.94
t580,2.35,1.18,3.09,1.18,10.44,1.18,2,0.94
t581,2.37,1.18,3.10,1.18,10.45,1.18,2,0.95
t582,2.38,1.19,3.10,1.19,10.46,1.19,2,0.95
t583,2.39,1.19,3.11,1.19,10.47,1.19,2,0.96
t584,2.40,1.20,3.12,1.20,10.48,1.20,2,0.96
t585,2.41,1.20,3.13,1.20,10.49,1.20,2,0.96
t586,2.42,1.21,3.13,1.21,10.50,1.21,2,0.97
t587,2.43,1.22,3.14,1.22,10.51,1.22,2,0.97
t588,2.44,1.22,3.15,1.22,10.52,1.22,2,0.98
t589,2.45,1.23,3.16,1.23,10.52,1.23,2,0.98
t590,2.46,1.23,3.16,1.23,10.53,1.23,2,0.99
t591,2.48,1.24,3.17,1.24,10.54,1.24,2,0.99
t592,2.49,1.24,3.18,1.24,10.55,1.24,2,0.99
t593,2.50,1.25,3.19,1.25,10.56,1.25,2,1.00
t594,2.51,1.25,3.19,1.25,10.57,1.25,2,1.00
t595,2.52,1.26,3.20,1.26,10.58,1.26,2,1.01
t596,2.53,1.27,3.21,1.27,10.59,1.27,2,1.01
t597,2.54,1.27,3.22,1.27,10.60,1.27,2,1.02
t598,2.55,1.28,3.22,1.28,10.61,1.28,2,1.02
t599,2.56,1.28,3.23,1.28,10.61,1.28,2,1.03
t600,2.57,1.29,3.24,1.29,10.62,1.29,2,1.03
t601,2.58,1.29,3.24,1.29,10.63,1.29,2,1.03
t602,2.60,1.30,3.25,1.30,10.64,1.30,2,1.04
t603,2.61,1.30,3.26,1.30,10.65,1.30,2,1.04
t604,2.62,1.31,3.27,1.31,10.66,1.31,2,1.05
t605,2.63,1.31,3.27,1.31,10.67,1.31,2,1.05
t606,2.64,1.32,3.28,1.32,10.68,1.32,2,1.06
t607,2.65,1.33,3.29,1.33,10.69,1.33,2,1.06
t608,2.66,1.33,3.30,1.33,10.70,1.33,2,1.06
t609,2.67,1.34,3.30,1.34,10.70,1.34,2,1.07
t610,2.68,1.34,3.31,1.34,10.71,1.34,2,1.07
t611,2.69,1.35,3.32,1.35,10.72,1.35,2,1.08
t612,2.71,1.35,3.33,1.35,10.73,1.35,2,1.08
t613,2.72,1.36,3.33,1.36,10.74,1.36,2,1.09
t614,2.73,1.36,3.34,1.36,10.75,1.36,2,1.09
t615,2.74,1.37,3.35,1.37,10.76,1.37,2,1.10
t616,2.75,1.37,3.36,1.37,10.77,1.37,2,1.10
t617,2.76,1.38,3.36,1.38,10.78,1.38,2,1.10
t618,2.77,1.39,3.37,1.39,10.79,1.39,2,1.11
t619,2.78,1.39,3.38,1.39,10.80,1.39,2,1.11
t620,2.79,1.40,3.39,1.40,10.80,1.40,2,1.12
t621,2.80,1.40,3.39,1.40,10.81,1.40,2,1.12
t622,2.81,1.41,3.40,1.41,10.82,1.41,2,1.13
t623,2.83,1.41,3.41,1.41,10.83,1.41,2,1.13
t624,2.84,1.42,3.41,1.42,10.84,1.42,2,1.13
t625,2.85,1.42,3.42,1.42,10.85,1.42,2,1.14
t626,2.86,1.43,3.43,1.43,10.86,1.43,2,1.14
t627,2.87,1.43,3.44,1.43,10.87,1.43,2,1.15
t628,2.88,1.44,3.44,1.44,10.88,1.44,2,1.15
t629,2.89,1.45,3.45,1.45,10.89,1.45,2,1.16
t630,2.90,1.45,3.46,1.45,10.89,1.45,2,1.16
t631,2.91,1.46,3.47,1.46,10.90,1.46,2,1.17
t632,2.92,1.46,3.47,1.46,10.91,1.46,2,1.17
t633,2.94,1.47,3.48,1.47,10.92,1.47,2,1.17
t634,2.95,1.47,3.49,1.47,10.93,1.47,2,1.18
t635,2.96,1.48,3.50,1.48,10.94,1.48,2,1.18
t636,2.97,1.48,3.50,1.48,10.95,1.48,2,1.19
t637,2.98,1.49,3.51,1.49,10.96,1.49,2,1.19
t638,2.99,1.50,3.52,1.50,10.97,1.50,2,1.20
t639,3.00,1.50,3.53,1.50,10.98,1.50,2,1.20
t640,3.01,1.51,3.53,1.51,10.98,1.51,2,1.20
t641,3.02,1.51,3.54,1.51,10.99,1.51,2,1.21
t642,3.03,1.52,3.55,1.52,11.00,1.52,2,1.21
t643,3.04,1.52,3.56,1.52,11.01,1.52,2,1.22
t644,3.06,1.53,3.56,1.53,11.02,1.53,2,1.22
t645,3.07,1.53,3.57,1.53,11.03,1.53,2,1.23
t646,3.08,1.54,3.58,1.54,11.04,1.54,2,1.23
t647,3.09,1.54,3.58,1.54,11.05,1.54,2,1.24
t648,3.10,1.55,3.59,1.55,11.06,1.55,2,1.24
t649,3.11,1.56,3.60,1.56,11.07,1.56,2,1.24
t650,3.12,1.56,3.61,1.56,11.08,1.56,2,1.25
t651,3.13,1.57,3.61,1.57,11.08,1.57,2,1.25
t652,3.14,1.57,3.62,1.57,11.09,1.57,2,1.26
t653,3.15,1.58,3.63,1.58,11.10,1.58,2,1.26
t654,3.17,1.58,3.64,1.58,11.11,1.58,2,1.27
t655,3.18,1.59,3.64,1.59,11.12,1.59,2,1.27
t656,3.19,1.59,3.65,1.59,11.13,1.59,2,1.27
t657,3.20,1.60,3.66,1.60,11.14,1.60,2,1.28
t658,3.21,1.60,3.67,1.60,11.15,1.60,2,1.28
t659,3.22,1.61,3.67,1.61,11.16,1.61,2,1.29
t660,3.23,1.62,3.68,1.62,11.17,1.62,2,1.29
t661,3.24,1.62,3.69,1.62,11.17,1.62,2,1.30
t662,3.25,1.63,3.70,1.63,11.18,1.63,2,1.30
t663,3.26,1.63,3.70,1.63,11.19,1.63,2,1.31
t664,3.27,1.64,3.71,1.64,11.20,1.64,2,1.31
t665,3.29,1.64,3.72,1.64,11.21,1.64,2,1.31
t666,3.30,1.65,3.73,1.65,11.22,1.65,2,1.32
t667,3.31,1.65,3.73,1.65,11.23,1.65,2,1.32
t668,3.32,1.66,3.74,1.66,11.24,1.66,2,1.33
t669,3.33,1.66,3.75,1.66,11.25,1.66,2,1.33
t670,3.34,1.67,3.75,1.67,11.26,1.67,2,1.34
t671,3.35,1.68,3.76,1.68,11.27,1.68,2,1.34
t672,3.36,1.68,3.77,1.68,11.27,1.68,2,1.35
t673,3.37,1.69,3.78,1.69,11.28,1.69,2,1.35
t674,3.38,1.69,3.78,1.69,11.29,1.69,2,1.35
t675,3.40,1.70,3.79,1.70,11.30,1.70,2,1.36
t676,3.41,1.70,3.80,1.70,11.31,1.70,2,1.36
t677,3.42,1.71,3.81,1.71,11.32,1.71,2,1.37
t678,3.43,1.71,3.81,1.71,11.33,1.71,2,1.37
t679,3.44,1.72,3.82,1.72,11.34,1.72,2,1.38
t680,3.45,1.73,3.83,1.73,11.35,1.73,2,1.38
t681,3.46,1.73,3.84,1.73,11.36,1.73,2,1.38
t682,3.47,1.74,3.84,1.74,11.36,1.74,2,1.39
t683,3.48,1.74,3.85,1.74,11.37,1.74,2,1.39
t684,3.49,1.75,3.86,1.75,11.38,1.75,2,1.40
t685,3.50,1.75,3.87,1.75,11.39,1.75,2,1.40
t686,3.52,1.76,3.87,1.76,11.40,1.76,2,1.41
t687,3.53,1.76,3.88,1.76,11.41,1.76,2,1.41
t688,3.54,1.77,3.89,1.77,11.42,1.77,2,1.42
t689,3.55,1.77,3.90,1.77,11.43,1.77,2,1.42
t690,3.56,1.78,3.90,1.78,11.44,1.78,2,1.42
t691,3.57,1.79,3.91,1.79,11.45,1.79,2,1.43
t692,3.58,1.79,3.92,1.79,11.45,1.79,2,1.43
t693,3.59,1.80,3.92,1.80,11.46,1.80,2,1.44
t694,3.60,1.80,3.93,1.80,11.47,1.80,2,1.44
t695,3.61,1.81,3.94,1.81,11.48,1.81,2,1.45
t696,3.63,1.81,3.95,1.81,11.49,1.81,2,1.45
t697,3.64,1.82,3.95,1.82,11.50,1.82,2,1.45
t698,3.65,1.82,3.96,1.82,11.51,1.82,2,1.46
t699,3.66,1.83,3.97,1.83,11.52,1.83,2,1.46
t700,3.67,1.83,3.98,1.83,11.53,1.83,2,1.47
t701,3.68,1.84,3.98,1.84,11.54,1.84,2,1.47
t702,3.69,1.85,3.99,1.85,11.55,1.85,2,1.48
t703,3.70,1.85,4.00,1.85,11.55,1.85,2,1.48
t704,3.71,1.86,4.01,1.86,11.56,1.86,2,1.49
t705,3.72,1.86,4.01,1.86,11.57,1.86,2,1.49
t706,3.73,1.87,4.02,1.87,11.58,1.87,2,1.49
t707,3.75,1.87,4.03,1.87,11.59,1.87,2,1.50
t708,3.76,1.88,4.04,1.88,11.60,1.88,2,1.50
t709,3.77,1.88,4.04,1.88,11.61,1.88,2,1.51
t710,3.78,1.89,4.05,1.89,11.62,1.89,2,1.51
t711,3.79,1.89,4.06,1.89,11.63,1.89,2,1.52
t712,3.80,1.90,4.07,1.90,11.64,1.90,2,1.52
t713,3.81,1.91,4.07,1.91,11.64,1.91,2,1.52
t714,3.82,1.91,4.08,1.91,11.65,1.91,2,1.53
t715,3.83,1.92,4.09,1.92,11.66,1.92,2,1.53
t716,3.84,1.92,4.10,1.92,11.67,1.92,2,1.54
t717,3.86,1.93,4.10,1.93,11.68,1.93,2,1.54
t718,3.87,1.93,4.11,1.93,11.69,1.93,2,1.55
t719,3.88,1.94,4.12,1.94,11.70,1.94,2,1.55
t720,3.89,1.94,4.12,1.94,11.71,1.94,2,1.56
t721,3.90,1.95,4.13,1.95,11.72,1.95,2,1.56
t722,3.91,1.96,4.14,1.96,11.73,1.96,2,1.56
t723,3.92,1.96,4.15,1.96,11.73,1.96,2,1.57
t724,3.93,1.97,4.15,1.97,11.74,1.97,2,1.57
t725,3.94,1.97,4.16,1.97,11.75,1.97,2,1.58
t726,3.95,1.98,4.17,1.98,11.76,1.98,2,1.58
t727,3.96,1.98,4.18,1.98,11.77,1.98,2,1.59
t728,3.98,1.99,4.18,1.99,11.78,1.99,2,1.59
t729,3.99,1.99,4.19,1.99,11.79,1.99,2,1.59
t730,4.00,2.00,4.20,2.00,11.80,2.00,2,1.60
t731,4.01,2.00,4.21,2.00,11.81,2.00,2,1.60
t732,4.02,2.01,4.21,2.01,11.82,2.01,2,1.61
t733,4.03,2.02,4.22,2.02,11.83,2.02,2,1.61
t734,4.04,2.02,4.23,2.02,11.83,2.02,2,1.62
t735,4.05,2.03,4.24,2.03,11.84,2.03,2,1.62
t736,4.06,2.03,4.24,2.03,11.85,2.03,2,1.63
t737,4.07,2.04,4.25,2.04,11.86,2.04,2,1.63
t738,4.09,2.04,4.26,2.04,11.87,2.04,2,1.63
t739,4.10,2.05,4.27,2.05,11.88,2.05,2,1.64
t740,4.11,2.05,4.27,2.05,11.89,2.05,2,1.64
t741,4.12,2.06,4.28,2.06,11.90,2.06,2,1.65
t742,4.13,2.06,4.29,2.06,11.91,2.06,2,1.65
t743,4.14,2.07,4.29,2.07,11.92,2.07,2,1.66
t744,4.15,2.08,4.30,2.08,11.92,2.08,2,1.66
t745,4.16,2.08,4.31,2.08,11.93,2.08,2,1.66
t746,4.17,2.09,4.32,2.09,11.94,2.09,2,1.67
t747,4.18,2.09,4.32,2.09,11.95,2.09,2,1.67
t748,4.19,2.10,4.33,2.10,11.96,2.10,2,1.68
t749,4.21,2.10,4.34,2.10,11.97,2.10,2,1.68
t750,4.22,2.11,4.35,2.11,11.98,2.11,2,1.69
t751,4.23,2.11,4.35,2.11,11.99,2.11,2,1.69
t752,4.24,2.12,4.36,2.12,12.00,2.12,2,1.70
t753,4.25,2.12,4.37,2.12,12.01,2.12,2,1.70
t754,4.26,2.13,4.38,2.13,12.02,2.13,2,1.70
t755,4.27,2.14,4.38,2.14,12.02,2.14,2,1.71
t756,4.28,2.14,4.39,2.14,12.03,2.14,2,1.71
t757,4.29,2.15,4.40,2.15,12.04,2.15,2,1.72
t758,4.30,2.15,4.41,2.15,12.05,2.15,2,1.72
t759,4.32,2.16,4.41,2.16,12.06,2.16,2,1.73
t760,4.33,2.16,4.42,2.16,12.07,2.16,2,1.73
t761,4.34,2.17,4.43,2.17,12.08,2.17,2,1.73
t762,4.35,2.17,4.44,2.17,12.09,2.17,2,1.74
t763,4.36,2.18,4.44,2.18,12.10,2.18,2,1.74
t764,4.37,2.19,4.45,2.19,12.11,2.19,2,1.75
t765,4.38,2.19,4.46,2.19,12.11,2.19,2,1.75
t766,4.39,2.20,4.46,2.20,12.12,2.20,2,1.76
t767,4.40,2.20,4.47,2.20,12.13,2.20,2,1.76
t768,4.41,2.21,4.48,2.21,12.14,2.21,2,1.77
t769,4.42,2.21,4.49,2.21,12.15,2.21,2,1.77
t770,4.44,2.22,4.49,2.22,12.16,2.22,2,1.77
t771,4.45,2.22,4.50,2.22,12.17,2.22,2,1.78
t772,4.46,2.23,4.51,2.23,12.18,2.23,2,1.78
t773,4.47,2.23,4.52,2.23,12.19,2.23,2,1.79
t774,4.48,2.24,4.52,2.24,12.20,2.24,2,1.79
t775,4.49,2.25,4.53,2.25,12.20,2.25,2,1.80
t776,4.50,2.25,4.54,2.25,12.21,2.25,2,1.80
t777,4.51,2.26,4.55,2.26,12.22,2.26,2,1.81
t778,4.52,2.26,4.55,2.26,12.23,2.26,2,1.81
t779,4.53,2.27,4.56,2.27,12.24,2.27,2,1.81
t780,4.55,2.27,4.57,2.27,12.25,2.27,2,1.82
t781,4.56,2.28,4.58,2.28,12.26,2.28,2,1.82
t782,4.57,2.28,4.58,2.28,12.27,2.28,2,1.83
t783,4.58,2.29,4.59,2.29,12.28,2.29,2,1.83
t784,4.59,2.29,4.60,2.29,12.29,2.29,2,1.84
t785,4.60,2.30,4.61,2.30,12.30,2.30,2,1.84
t786,4.61,2.31,4.61,2.31,12.30,2.31,2,1.84
t787,4.62,2.31,4.62,2.31,12.31,2.31,2,1.85
t788,4.63,2.32,4.63,2.32,12.32,2.32,2,1.85
t789,4.64,2.32,4.63,2.32,12.33,2.32,2,1.86
t790,4.65,2.33,4.64,2.33,12.34,2.33,2,1.86
t791,4.67,2.33,4.65,2.33,12.35,2.33,2,1.87
t792,4.68,2.34,4.66,2.34,12.36,2.34,2,1.87
t793,4.69,2.34,4.66,2.34,12.37,2.34,2,1.88
t794,4.70,2.35,4.67,2.35,12.38,2.35,2,1.88
t795,4.71,2.35,4.68,2.35,12.39,2.35,2,1.88
t796,4.72,2.36,4.69,2.36,12.39,2.36,2,1.89
t797,4.73,2.37,4.69,2.37,12.40,2.37,2,1.89
t798,4.74,2.37,4.70,2.37,12.41,2.37,2,1.90
t799,4.75,2.38,4.71,2.38,12.42,2.38,2,1.90
t800,4.76,2.38,4.72,2.38,12.43,2.38,2,1.91
t801,4.78,2.39,4.72,2.39,12.44,2.39,2,1.91
t802,4.79,2.39,4.73,2.39,12.45,2.39,2,1.91
t803,4.80,2.40,4.74,2.40,12.46,2.40,2,1.92
t804,4.81,2.40,4.75,2.40,12.47,2.40,2,1.92
t805,4.82,2.41,4.75,2.41,12.48,2.41,2,1.93
t806,4.83,2.42,4.76,2.42,12.48,2.42,2,1.93
t807,4.84,2.42,4.77,2.42,12.49,2.42,2,1.94
t808,4.85,2.43,4.78,2.43,12.50,2.43,2,1.94
t809,4.86,2.43,4.78,2.43,12.51,2.43,2,1.95
t810,4.87,2.44,4.79,2.44,12.52,2.44,2,1.95
t811,4.88,2.44,4.80,2.44,12.53,2.44,2,1.95
t812,4.90,2.45,4.80,2.45,12.54,2.45,2,1.96
t813,4.91,2.45,4.81,2.45,12.55,2.45,2,1.96
t814,4.92,2.46,4.82,2.46,12.56,2.46,2,1.97
t815,4.93,2.46,4.83,2.46,12.57,2.46,2,1.97
t816,4.94,2.47,4.83,2.47,12.58,2.47,2,1.98
t817,4.95,2.48,4.84,2.48,12.58,2.48,2,1.98
t818,4.96,2.48,4.85,2.48,12.59,2.48,2,1.98
t819,4.97,2.49,4.86,2.49,12.60,2.49,2,1.99
t820,4.98,2.49,4.86,2.49,12.61,2.49,2,1.99
t821,4.99,2.50,4.87,2.50,12.62,2.50,2,2.00
t822,5.01,2.50,4.88,2.50,12.63,2.50,2,2.00
t823,5.02,2.51,4.89,2.51,12.64,2.51,2,2.01
t824,5.03,2.51,4.89,2.51,12.65,2.51,2,2.01
t825,5.04,2.52,4.90,2.52,12.66,2.52,2,2.02
t826,5.05,2.52,4.91,2.52,12.67,2.52,2,2.02
t827,5.06,2.53,4.92,2.53,12.67,2.53,2,2.02
t828,5.07,2.54,4.92,2.54,12.68,2.54,2,2.03
t829,5.08,2.54,4.93,2.54,12.69,2.54,2,2.03
t830,5.09,2.55,4.94,2.55,12.70,2.55,2,2.04
t831,5.10,2.55,4.95,2.55,12.71,2.55,2,2.04
t832,5.12,2.56,4.95,2.56,12.72,2.56,2,2.05
t833,5.13,2.56,4.96,2.56,12.73,2.56,2,2.05
t834,5.14,2.57,4.97,2.57,12.74,2.57,2,2.05
t835,5.15,2.57,4.97,2.57,12.75,2.57,2,2.06
t836,5.16,2.58,4.98,2.58,12.76,2.58,2,2.06
t837,5.17,2.58,4.99,2.58,12.77,2.58,2,2.07
t838,5.18,2.59,5.00,2.59,12.77,2.59,2,2.07
t839,5.19,2.60,5.00,2.60,12.78,2.60,2,2.08
t840,5.20,2.60,5.01,2.60,12.79,2.60,2,2.08
t841,5.21,2.61,5.02,2.61,12.80,2.61,2,2.09
t842,5.22,2.61,5.03,2.61,12.81,2.61,2,2.09
t843,5.24,2.62,5.03,2.62,12.82,2.62,2,2.09
t844,5.25,2.62,5.04,2.62,12.83,2.62,2,2.10
t845,5.26,2.63,5.05,2.63,12.84,2.63,2,2.10
t846,5.27,2.63,5.06,2.63,12.85,2.63,2,2.11
t847,5.28,2.64,5.06,2.64,12.86,2.64,2,2.11
t848,5.29,2.65,5.07,2.65,12.86,2.65,2,2.12
t849,5.30,2.65,5.08,2.65,12.87,2.65,2,2.12
t850,5.31,2.66,5.09,2.66,12.88,2.66,2,2.12
t851,5.32,2.66,5.09,2.66,12.89,2.66,2,2.13
t852,5.33,2.67,5.10,2.67,12.90,2.67,2,2.13
t853,5.35,2.67,5.11,2.67,12.91,2.67,2,2.14
t854,5.36,2.68,5.12,2.68,12.92,2.68,2,2.14
t855,5.37,2.68,5.12,2.68,12.93,2.68,2,2.15
t856,5.38,2.69,5.13,2.69,12.94,2.69,2,2.15
t857,5.39,2.69,5.14,2.69,12.95,2.69,2,2.16
t858,5.40,2.70,5.14,2.70,12.95,2.70,2,2.16
t859,5.41,2.71,5.15,2.71,12.96,2.71,2,2.16
t860,5.42,2.71,5.16,2.71,12.97,2.71,2,2.17
t861,5.43,2.72,5.17,2.72,12.98,2.72,2,2.17
t862,5.44,2.72,5.17,2.72,12.99,2.72,2,2.18
t863,5.45,2.73,5.18,2.73,13.00,2.73,2,2.18
t864,5.47,2.73,5.19,2.73,13.01,2.73,2,2.19
t865,5.48,2.74,5.20,2.74,13.02,2.74,2,2.19
t866,5.49,2.74,5.20,2.74,13.03,2.74,2,2.19
t867,5.50,2.75,5.21,2.75,13.04,2.75,2,2.20
t868,5.51,2.75,5.22,2.75,13.05,2.75,2,2.20
